REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135505,199.3.1,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135505,199.3.1,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135505,199.3.1,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135521,199.3.2,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135521,199.3.2,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135521,199.3.2,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135521,199.3.2,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135521,199.3.2,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135537,199.3.3,1001,,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135537,199.3.3,889,,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135537,199.3.3,1297,,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135537,199.3.3,1505,,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135537,199.3.3,1314,,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135553,199.3.4,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135553,199.3.4,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135553,199.3.4,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135553,199.3.4,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135553,199.3.4,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135569,199.2.1,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135569,199.2.1,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135569,199.2.1,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135569,199.2.1,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v42135569,199.2.1,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135585,199.2.2,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135585,199.2.2,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135585,199.2.2,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135585,199.2.2,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v42135585,199.2.2,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135601,199.2.3,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135601,199.2.3,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135601,199.2.3,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135601,199.2.3,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135601,199.2.3,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135617,199.2.4,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135617,199.2.4,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135617,199.2.4,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135617,199.2.4,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135617,199.2.4,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135633,199.1.1,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135633,199.1.1,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135633,199.1.1,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135633,199.1.1,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135633,199.1.1,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135649,199.1.2,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135649,199.1.2,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135649,199.1.2,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135649,199.1.2,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v42135649,199.1.2,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135665,199.1.3,1001,,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135665,199.1.3,889,,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135665,199.1.3,1297,,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135665,199.1.3,1505,,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v42135665,199.1.3,1314,,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135681,199.1.4,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135681,199.1.4,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135681,199.1.4,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135681,199.1.4,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v42135681,199.1.4,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v42135697,199.4.1,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v42135697,199.4.1,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v42135697,199.4.1,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v42135697,199.4.1,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v42135697,199.4.1,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v42135713,199.4.2,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v42135713,199.4.2,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v42135713,199.4.2,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v42135713,199.4.2,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v42135713,199.4.2,,F,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v42135729,199.4.3,1001,,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v42135729,199.4.3,889,,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v42135729,199.4.3,1297,,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v42135729,199.4.3,1505,,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v42135729,199.4.3,1314,,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v42135745,199.4.4,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v42135745,199.4.4,,F,,,0
2022,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v42135745,199.4.4,,F,,,0
2023,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v42135745,199.4.4,,F,,,0
2024,"Lambton Shores, Ontario",2011A00053538040,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v42135745,199.4.4,,F,,,0
2020,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822909,93.3.1,,F,,,0
2021,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822909,93.3.1,,F,,,0
2022,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822909,93.3.1,,F,,,0
2023,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822909,93.3.1,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822909,93.3.1,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823043,93.3.2,921,,,,0
2021,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823043,93.3.2,961,,,,0
2022,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823043,93.3.2,916,,,,0
2023,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823043,93.3.2,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3823043,93.3.2,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823177,93.3.3,1160,,,,0
2021,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823177,93.3.3,1213,,,,0
2022,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823177,93.3.3,1079,,,,0
2023,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823177,93.3.3,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823177,93.3.3,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823311,93.3.4,1216,,,,0
2021,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823311,93.3.4,1438,,,,0
2022,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823311,93.3.4,1215,,,,0
2023,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823311,93.3.4,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823311,93.3.4,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823445,93.2.1,,F,,,0
2021,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823445,93.2.1,,F,,,0
2022,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823445,93.2.1,,F,,,0
2023,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823445,93.2.1,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823445,93.2.1,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823579,93.2.2,,F,,,0
2021,"Leamington, Ontario",2011S0504557,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823579,93.2.2,,F,,,0
2022,"Leamington, Ontario",2011S0504557,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823579,93.2.2,,F,,,0
2023,"Leamington, Ontario",2011S0504557,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823579,93.2.2,0,,,,0
2024,"Leamington, Ontario",2011S0504557,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823579,93.2.2,0,,,,0
2020,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823713,93.2.3,,F,,,0
2021,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823713,93.2.3,,F,,,0
2022,"Leamington, Ontario",2011S0504557,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823713,93.2.3,,F,,,0
